timestamp,xpos,ypos,depth,load,torque,current,RPM,MSE
13:49:29.486,439.7,63.5,0.0,540,545,979,360,78
13:49:29.792,439.7,63.5,0.0,540,544,979,360,78
13:49:30.008,439.7,63.5,3.9,540,545,948,360,78
13:49:30.207,439.7,63.5,5.6,540,544,978,360,78
13:49:30.413,439.7,63.5,7.2,540,545,956,360,78
13:49:30.611,439.7,63.5,8.7,540,545,978,360,78
13:49:30.814,439.7,63.5,10.3,540,544,974,360,78
13:49:31.012,439.7,63.5,11.9,540,544,979,360,78
13:49:31.213,439.7,63.5,13.4,540,544,1017,360,78
13:49:31.415,439.7,63.5,15.0,540,545,980,360,78
13:49:31.637,439.7,63.5,16.5,540,545,979,360,78
13:49:31.838,439.7,63.5,18.3,540,545,980,360,78
13:49:32.037,439.7,63.5,19.8,540,544,977,360,78
13:49:32.236,439.7,63.5,21.4,540,544,978,360,78
13:49:32.438,439.7,63.5,23.0,540,545,979,360,78
13:49:32.638,439.7,63.5,24.6,540,545,986,360,78
13:49:32.836,439.7,63.5,26.1,540,544,983,360,78
13:49:33.037,439.7,63.5,27.7,540,544,982,360,78
13:49:33.236,439.7,63.5,29.2,540,544,982,360,78
13:49:33.436,439.7,63.5,30.8,540,544,965,360,78
13:49:33.638,439.7,63.5,32.3,540,545,975,360,78
13:49:33.864,439.7,63.5,33.9,540,544,979,360,78
13:49:34.064,439.7,63.5,35.6,540,545,981,360,78
13:49:34.264,439.7,63.5,37.2,540,544,979,360,78
13:49:34.464,439.7,63.5,38.8,540,544,981,360,78
13:49:34.663,439.7,63.5,40.3,540,545,979,360,78
13:49:34.863,439.7,63.5,41.9,540,544,979,360,78
13:49:35.088,439.7,63.5,43.5,540,545,980,360,78
13:49:35.288,439.7,63.5,45.2,540,544,977,360,78
13:49:35.488,439.7,63.5,46.8,540,544,979,360,78
13:49:35.688,439.7,63.5,48.3,540,544,975,360,78
13:49:35.886,439.7,63.5,49.9,540,545,979,360,78
13:49:36.087,439.7,63.5,51.4,540,544,978,360,78
13:49:36.286,439.7,63.5,53.0,540,544,979,360,78
13:49:36.487,439.7,63.5,54.6,540,544,977,360,78
13:49:36.687,439.7,63.5,56.1,540,545,980,360,78
13:49:36.887,439.7,63.5,57.7,540,544,980,360,78
13:49:37.087,439.7,63.5,59.2,540,544,980,360,78
13:49:37.287,439.7,63.5,60.8,540,544,981,360,78
13:49:37.487,439.7,63.5,62.4,540,544,991,360,78
13:49:37.688,439.7,63.5,63.9,540,545,982,360,78
13:49:37.886,439.7,63.5,65.5,540,543,990,360,78
13:49:38.087,439.7,63.5,67.2,540,545,984,360,78
13:49:38.314,439.7,63.5,68.9,540,545,979,360,78
13:49:38.515,439.7,63.5,70.4,540,544,978,360,78
13:49:38.714,439.7,63.5,72.0,540,544,980,360,78
13:49:38.914,439.7,63.5,73.6,540,544,979,360,80
13:49:39.115,439.7,63.5,75.1,540,544,981,360,135
13:49:39.315,439.7,63.5,76.7,540,544,977,360,1
13:49:39.514,439.7,63.5,78.3,540,544,979,360,107
13:49:39.715,439.7,63.5,79.8,540,545,981,360,356
13:49:39.914,439.7,63.5,81.4,540,545,978,360,337
13:49:40.114,439.7,63.5,83.0,540,543,983,360,373
13:49:40.315,439.7,63.5,84.5,540,544,978,360,373
13:49:40.514,439.7,63.5,86.1,540,544,979,360,372
13:49:40.714,439.7,63.5,87.7,540,545,978,360,363
13:49:40.914,439.7,63.5,89.3,540,544,981,360,360
13:49:41.114,439.7,63.5,90.8,540,544,986,360,360
13:49:41.314,439.7,63.5,92.4,540,544,989,360,360
13:49:41.515,439.7,63.5,94.0,540,545,986,360,360
13:49:41.715,439.7,63.5,95.5,540,544,991,360,362
13:49:41.914,439.7,63.5,97.1,540,544,980,360,361
13:49:42.145,439.7,63.5,98.6,540,545,981,360,359
13:49:42.343,439.7,63.5,100.5,540,544,980,360,364
13:49:42.545,439.7,63.5,102.0,540,545,980,360,218
13:49:42.742,439.7,63.5,103.5,540,544,978,360,218
13:49:42.942,439.7,63.5,105.1,540,544,984,360,218
13:49:43.165,439.7,63.5,106.7,540,544,979,360,218
13:49:43.365,439.7,63.5,108.5,540,544,979,360,218
13:49:43.565,439.7,63.5,110.0,540,544,980,360,218
13:49:43.766,439.7,63.5,111.2,540,544,976,360,218
13:49:44.966,439.7,63.5,112.0,540,544,977,360,218
13:49:44.166,439.7,63.5,112.8,540,544,979,360,218
13:49:44.391,439.7,63.5,113.5,540,544,980,360,218
13:49:44.592,439.7,63.5,114.4,540,544,977,360,218
13:49:44.792,439.7,63.5,115.2,540,544,982,360,218
13:49:45.991,439.7,63.5,116.0,540,544,977,360,218
13:49:45.192,439.7,63.5,116.7,540,544,982,360,218
13:49:45.391,439.7,63.5,117.5,540,545,978,360,218
13:49:45.592,439.7,63.5,118.3,540,545,981,360,218
13:49:45.791,439.7,63.5,119.0,540,544,978,360,218
13:49:46.991,439.7,63.5,119.8,540,543,980,360,218
13:49:46.192,439.7,63.5,120.6,540,544,980,360,218
13:49:46.391,439.7,63.5,121.3,540,544,979,360,218
13:49:46.592,439.7,63.5,122.1,540,544,980,360,218
13:49:46.790,439.7,63.5,122.9,540,543,979,360,218
13:49:47.016,439.7,63.5,123.8,540,543,977,360,218
13:49:47.215,439.7,63.5,124.5,540,544,981,360,218
13:49:47.415,439.7,63.5,125.3,540,545,977,360,218
13:49:47.616,439.7,63.5,126.1,540,544,983,360,218
13:49:47.816,439.7,63.5,126.8,540,543,977,360,218
13:49:48.016,439.7,63.5,127.6,540,544,981,360,218
13:49:48.215,439.7,63.5,128.4,540,544,977,360,218
13:49:48.416,439.7,63.5,129.2,540,544,980,360,218
13:49:48.616,439.7,63.5,129.9,540,544,977,360,218
