timestamp,timeelapsed,xpos,ypos,depth,heaterstate,pumpstate,current,radius
19:50:12.588,551557,0.0,0.0,0.0,1,0,614,0
19:50:12.634,551557,0.0,0.0,0.0,1,0,561,0
19:50:13.634,551557,0.0,0.0,0.0,1,0,395,0
19:50:14.635,551557,0.0,0.0,0.0,1,0,864,0
19:50:15.634,551557,0.0,0.0,0.0,1,0,464,0
19:50:16.635,551557,0.0,0.0,0.0,1,0,591,0
19:50:17.634,551557,0.0,0.0,0.0,1,0,774,0
19:50:18.635,551557,0.0,0.0,0.0,1,0,329,0
19:50:19.634,551557,0.0,0.0,0.0,1,0,685,0
19:50:20.635,551557,0.0,0.0,0.0,1,0,721,0
19:50:21.635,551557,0.0,0.0,0.0,1,0,355,0
19:50:22.635,551557,0.0,0.0,0.0,1,0,857,0
19:50:23.635,551557,0.0,0.0,0.0,1,0,519,0
19:50:24.634,551557,0.0,0.0,0.0,1,0,421,0
