timestamp,timeelapsed,xpos,ypos,depth,heaterstate,pumpstate,current,radius
20:03:49.571,23322,0.0,0.0,0.0,0,0,768,0
20:03:50.333,23322,0.0,0.0,0.0,1,0,378,0
20:03:51.335,23322,0.0,0.0,0.0,0,0,754,0
20:03:52.335,23322,0.0,0.0,0.0,1,0,402,0
20:03:53.336,23322,0.0,0.0,0.0,1,0,573,0
20:03:54.333,23322,0.0,0.0,0.0,0,0,777,0
20:03:55.333,23322,0.0,0.0,0.0,1,0,327,0
20:03:56.358,23322,0.0,0.0,0.0,1,0,629,0
20:03:57.359,23322,0.0,0.0,0.0,0,0,436,0
20:03:58.359,23322,0.0,0.0,0.0,1,0,552,0
20:03:59.358,23322,0.0,0.0,0.0,1,0,673,0
20:04:00.358,23322,0.0,0.0,0.0,0,0,500,0
20:04:01.359,23322,0.0,0.0,0.0,0,0,541,0
20:04:02.359,23322,0.0,0.0,0.0,0,0,542,0
20:04:03.352,23322,0.0,0.0,0.0,0,0,539,0
20:04:04.359,23322,0.0,0.0,0.0,0,0,614,0
20:04:05.360,23322,0.0,0.0,0.0,0,0,539,0
20:04:06.359,23322,0.0,0.0,0.0,0,0,542,0
20:04:07.359,23322,0.0,0.0,0.0,0,0,540,0
20:04:08.359,23322,0.0,0.0,0.0,0,0,540,0
20:04:09.359,23322,0.0,0.0,0.0,0,0,541,0
20:04:10.358,23322,0.0,0.0,0.0,0,0,540,0
20:04:11.383,23322,0.0,0.0,0.0,0,0,541,0
20:04:12.385,23322,0.0,0.0,0.0,0,0,541,0
20:04:13.384,23322,0.0,0.0,0.0,0,0,465,0
20:04:14.385,23322,0.0,0.0,0.0,0,0,593,0
20:04:15.385,23322,0.0,0.0,0.0,1,0,549,0
20:04:16.383,23322,0.0,0.0,0.0,1,0,406,0
20:04:17.383,23322,0.0,0.0,0.0,1,0,549,0
20:04:18.385,23322,0.0,0.0,0.0,1,0,428,0
20:04:19.384,23322,0.0,0.0,0.0,1,0,532,0
20:04:20.385,23322,0.0,0.0,0.0,0,0,836,0
