timestamp,xpos,ypos,depth,temperature,heaterstate,pumpstate,current,radius
09:46:25.082,128.6,0.0,0.0,53.19919,1,0,-9.620939,0
09:46:26.580,128.6,0.0,0.0,54.072235,1,0,-9.801444,0
09:46:27.583,128.6,0.0,0.0,53.925385,1,0,-9.909747,0
09:46:28.580,128.6,0.0,0.0,54.96527,1,0,-10.126353,0
09:46:29.597,128.6,0.0,0.0,53.343353,1,0,-9.620939,0
09:46:30.605,128.6,0.0,0.0,54.96527,1,0,-10.126353,0
09:46:31.620,128.6,0.0,0.0,53.488037,1,0,-9.69314,0
09:46:32.628,128.6,0.0,0.0,54.516174,1,0,-10.018051,0
09:46:33.642,128.6,0.0,0.0,53.343353,1,0,-9.620939,0
09:46:34.660,128.6,0.0,0.0,54.219666,1,0,-9.981949,0
09:46:35.660,128.6,0.0,0.0,54.516174,1,0,-9.945848,0
09:46:36.676,128.6,0.0,0.0,53.488037,1,0,-9.765343,0
09:46:37.668,128.6,0.0,0.0,55.11612,1,0,-10.126353,0
09:46:38.680,128.6,0.0,0.0,53.19919,1,0,-9.620939,0
09:46:39.687,128.6,0.0,0.0,54.665314,1,0,-10.090253,0
