timestamp,timeelapsed,xpos,ypos,depth,heaterstate,pumpstate,current,radius
19:05:56.752,17736,0.0,0.0,0.0,1,0,616,0
19:05:57.515,17736,0.0,0.0,0.0,1,0,872,0
19:05:58.520,17736,0.0,0.0,0.0,1,0,354,0
19:05:59.520,17736,0.0,0.0,0.0,1,0,514,0
19:06:00.544,17736,0.0,0.0,0.0,1,0,462,0
19:06:01.544,17736,0.0,0.0,0.0,1,0,614,0
19:06:02.545,17736,0.0,0.0,0.0,1,0,604,0
19:06:03.546,17736,0.0,0.0,0.0,0,0,513,0
19:06:04.544,25470,0.0,0.0,0.0,0,0,549,0
19:06:05.544,25470,0.0,0.0,0.0,0,0,540,0
19:06:06.544,25470,0.0,0.0,0.0,0,0,542,0
19:06:07.544,25470,0.0,0.0,0.0,0,0,540,0
19:06:08.543,25470,0.0,0.0,0.0,0,0,461,0
19:06:09.544,25470,0.0,0.0,0.0,0,0,606,0
19:06:10.569,25470,0.0,0.0,0.0,0,0,480,0
19:06:11.570,25470,0.0,0.0,0.0,0,0,607,0
19:06:12.570,33195,0.0,0.0,0.0,0,0,540,0
19:06:13.569,33195,0.0,0.0,0.0,0,0,541,0
19:06:14.569,33195,0.0,0.0,0.0,0,0,540,0
19:06:15.569,33195,0.0,0.0,0.0,0,0,469,0
19:06:16.570,33195,0.0,0.0,0.0,0,0,540,0
19:06:17.569,33195,0.0,0.0,0.0,0,0,540,0
19:06:18.595,33195,0.0,0.0,0.0,0,0,540,0
19:06:19.594,33195,0.0,0.0,0.0,0,0,539,0
19:06:20.594,40919,0.0,0.0,0.0,0,0,541,0
19:06:21.595,40919,0.0,0.0,0.0,0,0,537,0
19:06:22.595,40919,0.0,0.0,0.0,0,0,540,0
19:06:23.595,40919,0.0,0.0,0.0,0,0,541,0
19:06:24.596,40919,0.0,0.0,0.0,0,0,538,0
19:06:25.595,40919,0.0,0.0,0.0,0,0,542,0
19:06:26.595,40919,0.0,0.0,0.0,0,0,539,0
19:06:27.595,40919,0.0,0.0,0.0,0,0,542,0
19:06:28.595,48645,0.0,0.0,0.0,0,0,542,0
19:06:29.595,48645,0.0,0.0,0.0,0,0,539,0
19:06:30.595,48645,0.0,0.0,0.0,0,0,541,0
19:06:31.601,48645,0.0,0.0,0.0,0,0,539,0
19:06:32.625,48645,0.0,0.0,0.0,0,0,541,0
19:06:33.626,48645,0.0,0.0,0.0,0,0,539,0
19:06:34.626,48645,0.0,0.0,0.0,0,0,540,0
19:06:35.627,56375,0.0,0.0,0.0,0,0,620,0
19:06:36.626,56375,0.0,0.0,0.0,0,0,461,0
19:06:37.651,56375,0.0,0.0,0.0,0,0,541,0
19:06:38.653,56375,0.0,0.0,0.0,0,0,540,0
19:06:39.668,56375,0.0,0.0,0.0,0,0,600,0
19:06:40.668,56375,0.0,0.0,0.0,0,0,539,0
19:06:41.667,56375,0.0,0.0,0.0,0,0,541,0
19:06:42.666,56375,0.0,0.0,0.0,0,0,539,0
19:06:43.691,64091,0.0,0.0,0.0,0,0,540,0
19:06:44.693,64091,0.0,0.0,0.0,0,0,540,0
19:06:45.693,64091,0.0,0.0,0.0,0,0,541,0
19:06:46.692,64091,0.0,0.0,0.0,0,0,604,0
19:06:47.693,64091,0.0,0.0,0.0,0,0,539,0
19:06:48.717,64091,0.0,0.0,0.0,0,0,607,0
19:06:49.717,64091,0.0,0.0,0.0,0,0,541,0
19:06:50.718,64091,0.0,0.0,0.0,0,0,542,0
19:06:51.719,71817,0.0,0.0,0.0,0,0,541,0
19:06:52.717,71817,0.0,0.0,0.0,0,0,538,0
19:06:53.717,71817,0.0,0.0,0.0,0,0,542,0
19:06:54.719,71817,0.0,0.0,0.0,0,0,539,0
19:06:55.720,71817,0.0,0.0,0.0,0,0,542,0
19:06:56.720,71817,0.0,0.0,0.0,0,0,542,0
19:06:57.720,71817,0.0,0.0,0.0,0,0,542,0
19:06:58.718,79543,0.0,0.0,0.0,0,0,540,0
19:06:59.718,79543,0.0,0.0,0.0,0,0,539,0
19:07:00.744,79543,0.0,0.0,0.0,0,0,540,0
19:07:01.746,79543,0.0,0.0,0.0,0,0,540,0
19:07:02.746,79543,0.0,0.0,0.0,0,0,541,0
19:07:03.749,79543,0.0,0.0,0.0,0,0,540,0
19:07:04.748,79543,0.0,0.0,0.0,0,0,541,0
19:07:05.773,79543,0.0,0.0,0.0,0,0,539,0
19:07:06.773,87272,0.0,0.0,0.0,0,0,542,0
19:07:07.774,87272,0.0,0.0,0.0,0,0,540,0
19:07:08.779,87272,0.0,0.0,0.0,0,0,539,0
19:07:09.800,87272,0.0,0.0,0.0,0,0,549,0
19:07:10.801,87272,0.0,0.0,0.0,0,0,540,0
19:07:11.802,87272,0.0,0.0,0.0,0,0,620,0
19:07:12.814,87272,0.0,0.0,0.0,0,0,460,0
19:07:13.809,87272,0.0,0.0,0.0,0,0,540,0
19:07:14.808,95003,0.0,0.0,0.0,0,0,542,0
19:07:15.803,95003,0.0,0.0,0.0,0,0,538,0
19:07:16.828,95003,0.0,0.0,0.0,0,0,542,0
19:07:17.828,95003,0.0,0.0,0.0,0,0,541,0
19:07:18.829,95003,0.0,0.0,0.0,0,0,545,0
19:07:19.855,95003,0.0,0.0,0.0,0,0,469,0
19:07:20.857,95003,0.0,0.0,0.0,0,0,551,0
19:07:21.866,102732,0.0,0.0,0.0,0,0,541,0
19:07:22.883,102732,0.0,0.0,0.0,0,0,598,0
19:07:23.878,102732,0.0,0.0,0.0,0,0,412,0
19:07:24.879,102732,0.0,0.0,0.0,1,0,594,0
19:07:25.879,102732,0.0,0.0,0.0,0,0,540,0
19:07:26.879,102732,0.0,0.0,0.0,0,0,500,0
19:07:27.879,102732,0.0,0.0,0.0,0,0,602,0
19:07:28.878,102732,0.0,0.0,0.0,0,0,501,0
19:07:29.879,110453,0.0,0.0,0.0,0,0,541,0
19:07:30.888,110453,0.0,0.0,0.0,0,0,540,0
19:07:31.888,110453,0.0,0.0,0.0,0,0,541,0
19:07:32.888,110453,0.0,0.0,0.0,0,0,584,0
19:07:33.914,110453,0.0,0.0,0.0,0,0,540,0
19:07:34.915,110453,0.0,0.0,0.0,0,0,538,0
19:07:35.913,110453,0.0,0.0,0.0,0,0,539,0
19:07:36.935,110453,0.0,0.0,0.0,0,0,541,0
19:07:37.935,118160,0.0,0.0,0.0,0,0,540,0
19:07:38.934,118160,0.0,0.0,0.0,0,0,542,0
19:07:39.935,118160,0.0,0.0,0.0,0,0,541,0
19:07:40.936,118160,0.0,0.0,0.0,0,0,541,0
19:07:41.936,118160,0.0,0.0,0.0,0,0,539,0
19:07:42.935,118160,0.0,0.0,0.0,0,0,540,0
19:07:43.935,118160,0.0,0.0,0.0,0,0,627,0
19:07:44.933,125885,0.0,0.0,0.0,0,0,540,0
19:07:45.935,125885,0.0,0.0,0.0,0,0,540,0
19:07:46.935,125885,0.0,0.0,0.0,0,0,604,0
19:07:47.960,125885,0.0,0.0,0.0,0,0,538,0
19:07:48.961,125885,0.0,0.0,0.0,0,0,541,0
19:07:49.961,125885,0.0,0.0,0.0,0,0,540,0
19:07:50.960,125885,0.0,0.0,0.0,0,0,540,0
19:07:51.961,125885,0.0,0.0,0.0,0,0,540,0
19:07:52.962,133616,0.0,0.0,0.0,0,0,540,0
19:07:53.961,133616,0.0,0.0,0.0,0,0,541,0
19:07:54.975,133616,0.0,0.0,0.0,0,0,503,0
