timestamp,xpos,ypos,depth,load,torque,current,voltage,RPM,MSE
09:02:46.957,0.0,64.0,367.1,22.094545,2.3264666,1.908397,7.480916,360.0,146.17351
09:02:46.142,0.0,64.0,365.5,21.40409,2.2954473,1.8829517,7.480916,360.0,144.135
09:02:47.346,0.0,64.0,364.7,22.094545,2.2637947,1.8956743,7.328244,360.0,142.37039
09:02:47.628,0.0,64.0,363.9,24.856363,2.2182145,1.8575063,7.328244,360.0,140.22914
09:02:47.784,0.0,64.0,362.8,21.40409,2.2334082,1.870229,7.328244,360.0,140.3703
09:02:47.015,0.0,64.0,362.1,22.094545,2.1868787,1.870229,7.1755724,360.0,137.70293
09:02:47.175,0.0,64.0,361.1,22.094545,2.2017555,1.8829517,7.1755724,360.0,138.6057
09:02:48.394,0.0,64.0,360.4,22.094545,2.2182145,1.8575063,7.328244,360.0,139.60448
09:02:48.583,0.0,64.0,359.5,23.475454,2.2315087,1.908397,7.1755724,360.0,140.72354
09:02:48.817,0.0,64.0,358.6,22.094545,2.2166324,1.8956743,7.1755724,360.0,139.50845
09:02:48.020,0.0,64.0,357.9,21.40409,2.1878283,1.832061,7.328244,360.0,137.60437
09:02:48.216,0.0,64.0,356.9,22.094545,2.1549094,1.8829517,7.0229006,360.0,135.76295
09:02:49.471,0.0,64.0,356.1,22.094545,2.1422486,1.832061,7.1755724,360.0,134.99466
09:02:49.653,0.0,64.0,355.1,21.40409,2.2637947,1.8956743,7.328244,360.0,142.21422
09:02:49.870,0.0,64.0,354.3,20.713636,2.2334082,1.832061,7.480916,360.0,140.21414
09:02:49.075,0.0,64.0,353.4,21.40409,2.1571252,1.8447838,7.1755724,360.0,135.74123
09:02:50.276,0.0,64.0,352.6,22.094545,2.1720016,1.8575063,7.1755724,360.0,136.80016
09:02:50.467,0.0,64.0,351.8,22.785,2.1868787,1.870229,7.1755724,360.0,137.85909
09:02:50.704,0.0,64.0,350.8,21.40409,2.2463853,1.9211196,7.1755724,360.0,141.15778
09:02:50.910,0.0,64.0,350.0,20.713636,2.1868787,1.870229,7.1755724,360.0,137.3906
09:02:50.116,0.0,64.0,349.1,20.713636,2.0966687,1.832061,7.0229006,360.0,131.91643
09:02:51.298,0.0,64.0,348.3,24.856363,2.2315087,1.908397,7.1755724,360.0,141.03587
09:02:51.581,0.0,64.0,347.3,20.713636,2.3264666,1.870229,7.6335874,360.0,145.86118
09:02:51.731,0.0,64.0,346.5,20.023182,2.0821085,1.8193383,7.0229006,360.0,130.87671
09:02:51.942,0.0,64.0,345.5,21.40409,2.2334082,1.870229,7.328244,360.0,140.3703
09:02:51.198,0.0,64.0,344.7,21.40409,2.2017555,1.8829517,7.1755724,360.0,138.44952
09:02:52.412,0.0,64.0,343.9,21.40409,2.2030218,1.8447838,7.328244,360.0,138.52637
09:02:52.617,0.0,64.0,343.0,21.40409,2.1878283,1.832061,7.328244,360.0,137.60437
09:02:52.836,0.0,64.0,342.1,21.40409,2.1273718,1.8193383,7.1755724,360.0,133.93573
09:02:52.014,0.0,64.0,341.1,22.094545,2.1720016,1.8575063,7.1755724,360.0,136.80016
09:02:52.199,0.0,64.0,340.4,20.023182,2.2954473,1.8829517,7.480916,360.0,143.82268
09:02:53.431,0.0,64.0,339.5,25.546818,2.111229,1.8447838,7.0229006,360.0,133.89311
09:02:53.630,0.0,64.0,338.7,24.856363,2.1720016,1.8575063,7.1755724,360.0,137.42482
09:02:53.834,0.0,64.0,337.9,24.165907,2.2334082,1.870229,7.328244,360.0,140.99496
09:02:53.054,0.0,64.0,336.8,20.713636,2.1720016,1.8575063,7.1755724,360.0,136.48782
09:02:54.264,0.0,64.0,336.1,21.40409,2.3093746,1.9338423,7.328244,360.0,144.98013
09:02:54.472,0.0,64.0,335.3,21.40409,2.2030218,1.8447838,7.328244,360.0,138.52637
09:02:54.665,0.0,64.0,334.4,20.713636,2.2182145,1.8575063,7.328244,360.0,139.29214
09:02:54.900,0.0,64.0,333.5,22.785,2.2954473,1.8829517,7.480916,360.0,144.44733
09:02:54.110,0.0,64.0,332.7,22.094545,2.1878283,1.832061,7.328244,360.0,137.76054
09:02:55.304,0.0,64.0,331.8,22.785,2.2334082,1.870229,7.328244,360.0,140.68263
09:02:55.509,0.0,64.0,330.8,22.094545,2.1878283,1.832061,7.328244,360.0,137.76054
09:02:55.728,0.0,64.0,330.2,22.094545,2.172635,1.8193383,7.328244,360.0,136.8386
09:02:55.931,0.0,64.0,329.3,20.713636,2.2315087,1.908397,7.1755724,360.0,140.09888
09:02:55.145,0.0,64.0,328.3,22.094545,2.3109567,1.8956743,7.480916,360.0,145.23232
09:02:56.345,0.0,64.0,327.5,24.165907,2.2486014,1.8829517,7.328244,360.0,141.91693
09:02:56.577,0.0,64.0,326.6,22.094545,2.2486014,1.8829517,7.328244,360.0,141.44844
09:02:56.796,0.0,64.0,325.8,22.094545,2.1720016,1.8575063,7.1755724,360.0,136.80016
09:02:56.995,0.0,64.0,324.9,21.40409,2.2463853,1.9211196,7.1755724,360.0,141.15778
09:02:56.214,0.0,64.0,324.0,23.475454,2.2017555,1.8829517,7.1755724,360.0,138.91803
09:02:57.399,0.0,64.0,323.2,21.40409,2.1273718,1.8193383,7.1755724,360.0,133.93573
09:02:57.628,0.0,64.0,322.3,20.713636,2.3109567,1.8956743,7.480916,360.0,144.91998
09:02:57.829,0.0,64.0,321.5,21.40409,2.1273718,1.8193383,7.1755724,360.0,133.93573
09:02:57.028,0.0,64.0,320.6,21.40409,2.1868787,1.870229,7.1755724,360.0,137.54675
09:02:58.254,0.0,64.0,319.7,21.40409,2.1720016,1.8575063,7.1755724,360.0,136.64398
09:02:58.449,0.0,64.0,318.9,25.546818,2.1720016,1.8575063,7.1755724,360.0,137.58098
09:02:58.672,0.0,64.0,318.0,20.023182,2.2954473,1.8829517,7.480916,360.0,143.82268
09:02:58.909,0.0,64.0,317.2,21.40409,2.2486014,1.8829517,7.328244,360.0,141.29227
09:02:58.122,0.0,64.0,316.3,20.713636,2.2030218,1.8447838,7.328244,360.0,138.37021
09:02:59.319,0.0,64.0,315.4,21.40409,2.2486014,1.8829517,7.328244,360.0,141.29227
09:02:59.540,0.0,64.0,314.5,23.475454,2.1422486,1.832061,7.1755724,360.0,135.30699
09:02:59.738,0.0,64.0,313.7,21.40409,2.1273718,1.8193383,7.1755724,360.0,133.93573
09:02:59.962,0.0,64.0,312.9,20.713636,2.2637947,1.8956743,7.328244,360.0,142.05806
