timestamp,timeelapsed,xpos,ypos,depth,heaterstate,pumpstate,current,radius
19:40:41.702,16698,0.0,0.0,0.0,1,0,407,0
19:40:42.485,16698,0.0,0.0,0.0,1,0,730,0
19:40:43.479,16698,0.0,0.0,0.0,1,1,265,0
19:40:44.503,16698,0.0,0.0,0.0,1,1,796,0
19:40:45.504,16698,0.0,0.0,0.0,1,1,332,0
19:40:46.504,16698,0.0,0.0,0.0,1,1,731,0
19:40:47.504,16698,0.0,0.0,0.0,1,1,424,0
19:40:48.503,16698,0.0,0.0,0.0,1,1,379,0
19:40:49.504,24403,0.0,0.0,0.0,1,0,771,0
19:40:50.499,24403,0.0,0.0,0.0,1,0,340,0
19:40:51.526,24403,0.0,0.0,0.0,1,0,879,0
19:40:52.526,24403,0.0,0.0,0.0,1,0,340,0
19:40:53.526,24403,0.0,0.0,0.0,1,0,697,0
19:40:54.526,24403,0.0,0.0,0.0,1,0,660,0
19:40:55.526,24403,0.0,0.0,0.0,1,0,427,0
19:40:56.526,24403,0.0,0.0,0.0,1,0,868,0
19:40:57.526,32126,0.0,0.0,0.0,1,0,353,0
19:40:58.544,32126,0.0,0.0,0.0,1,0,877,0
19:40:59.545,32126,0.0,0.0,0.0,1,0,435,0
