timestamp,timeelapsed,xpos,ypos,depth,heaterstate,pumpstate,current,radius
18:50:42.203,1647172,0.0,0.0,0.0,1,0,546,0
18:50:43.148,1647172,0.0,0.0,0.0,1,0,544,0
18:50:44.147,1648999,0.0,0.0,0.0,1,0,558,0
18:50:45.148,1648999,0.0,0.0,0.0,1,0,559,0
18:50:46.148,1648999,0.0,0.0,0.0,1,0,479,0
18:50:47.149,1648999,0.0,0.0,0.0,1,0,555,0
18:50:48.147,1648999,0.0,0.0,0.0,0,0,556,0
18:50:49.148,1648999,0.0,0.0,0.0,1,0,557,0
18:50:50.148,1648999,0.0,0.0,0.0,0,0,557,0
18:50:51.149,1648999,0.0,0.0,0.0,1,0,552,0
18:50:52.147,1656715,0.0,0.0,0.0,1,0,544,0
18:50:53.148,1656715,0.0,0.0,0.0,1,0,557,0
18:50:54.148,1656715,0.0,0.0,0.0,1,0,538,0
18:50:55.148,1656715,0.0,0.0,0.0,1,0,584,0
18:50:56.148,1656715,0.0,0.0,0.0,1,0,556,0
18:50:57.148,1656715,0.0,0.0,0.0,0,0,557,0
18:50:58.147,1656715,0.0,0.0,0.0,1,0,604,0
18:50:59.149,1656715,0.0,0.0,0.0,1,0,558,0
18:51:00.148,1664423,0.0,0.0,0.0,1,0,558,0
18:51:01.172,1664423,0.0,0.0,0.0,1,0,556,0
18:51:02.173,1664423,0.0,0.0,0.0,1,0,558,0
18:51:03.173,1664423,0.0,0.0,0.0,1,0,557,0
18:51:04.174,1664423,0.0,0.0,0.0,1,0,554,0
18:51:05.173,1664423,0.0,0.0,0.0,1,0,558,0
18:51:06.173,1664423,0.0,0.0,0.0,1,0,556,0
18:51:07.173,1672148,0.0,0.0,0.0,0,0,574,0
18:51:08.173,1672148,0.0,0.0,0.0,1,0,633,0
18:51:09.173,1672148,0.0,0.0,0.0,1,0,555,0
18:51:10.173,1672148,0.0,0.0,0.0,0,0,557,0
18:51:11.174,1672148,0.0,0.0,0.0,1,0,556,0
18:51:12.173,1672148,0.0,0.0,0.0,1,0,481,0
18:51:13.173,1672148,0.0,0.0,0.0,1,0,556,0
18:51:14.173,1672148,0.0,0.0,0.0,1,0,553,0
18:51:15.173,1679873,0.0,0.0,0.0,1,0,544,0
18:51:16.173,1679873,0.0,0.0,0.0,1,0,555,0
18:51:17.173,1679873,0.0,0.0,0.0,1,0,497,0
18:51:18.173,1679873,0.0,0.0,0.0,1,0,553,0
18:51:19.173,1679873,0.0,0.0,0.0,1,0,556,0
18:51:20.174,1679873,0.0,0.0,0.0,1,0,483,0
18:51:21.198,1679873,0.0,0.0,0.0,1,0,567,0
18:51:22.198,1679873,0.0,0.0,0.0,1,0,470,0
18:51:23.198,1687598,0.0,0.0,0.0,1,0,557,0
18:51:24.198,1687598,0.0,0.0,0.0,1,0,555,0
18:51:25.199,1687598,0.0,0.0,0.0,1,0,555,0
18:51:26.198,1687598,0.0,0.0,0.0,1,0,543,0
18:51:27.198,1687598,0.0,0.0,0.0,1,0,553,0
18:51:28.198,1687598,0.0,0.0,0.0,1,0,557,0
18:51:29.198,1687598,0.0,0.0,0.0,0,0,558,0
18:51:30.206,1687598,0.0,0.0,0.0,1,0,486,0
18:51:31.205,1695329,0.0,0.0,0.0,1,0,637,0
18:51:32.230,1695329,0.0,0.0,0.0,1,0,555,0
18:51:33.230,1695329,0.0,0.0,0.0,1,0,558,0
18:51:34.230,1695329,0.0,0.0,0.0,0,0,556,0
18:51:35.229,1695329,0.0,0.0,0.0,1,0,556,0
18:51:36.232,1695329,0.0,0.0,0.0,1,0,613,0
18:51:37.256,1695329,0.0,0.0,0.0,1,0,558,0
18:51:38.258,1703056,0.0,0.0,0.0,1,0,594,0
18:51:39.257,1703056,0.0,0.0,0.0,1,0,556,0
18:51:40.258,1703056,0.0,0.0,0.0,1,0,557,0
18:51:41.257,1703056,0.0,0.0,0.0,1,0,555,0
18:51:42.283,1703056,0.0,0.0,0.0,1,0,553,0
18:51:43.283,1703056,0.0,0.0,0.0,1,0,544,0
18:51:44.282,1703056,0.0,0.0,0.0,1,0,553,0
18:51:45.282,1703056,0.0,0.0,0.0,1,0,557,0
