timestamp,xpos,ypos,depth,load,torque,current,voltage,RPM,MSE
09:11:40.758,0.0,0.0,0.0,20.713636,-2.0017107,1.29771,-9.465649,360.0,-116.78421
09:11:40.867,0.0,0.0,0.0,26.237272,-1.8114787,1.2340966,-9.007634,360.0,-103.9911
09:11:40.077,0.0,0.0,0.0,21.40409,-1.9751226,1.3231552,-9.160305,360.0,-115.0146
09:11:40.292,0.0,0.0,0.0,21.40409,-1.9371395,1.29771,-9.160305,360.0,-112.70969
09:11:40.508,0.0,0.0,0.0,20.713636,-2.0017107,1.29771,-9.465649,360.0,-116.78421
09:11:41.767,0.0,0.0,0.0,21.40409,-2.0140555,1.2849873,-9.61832,360.0,-117.37716
09:11:41.962,0.0,0.0,0.0,20.713636,-1.956131,1.3104326,-9.160305,360.0,-114.0183
09:11:41.143,0.0,0.0,0.0,21.40409,-1.9694251,1.29771,-9.312978,360.0,-114.66887
09:11:41.345,0.0,0.0,0.0,21.40409,-1.956131,1.3104326,-9.160305,360.0,-113.86214
09:11:41.548,0.0,0.0,0.0,25.546818,-1.956131,1.3104326,-9.160305,360.0,-112.92515
09:11:42.758,0.0,0.0,0.0,20.023182,-1.9048542,1.29771,-9.007634,360.0,-111.06286
09:11:42.954,0.0,0.0,0.0,21.40409,-1.9941144,1.2722646,-9.61832,360.0,-116.167076
09:11:42.167,0.0,0.0,0.0,21.40409,-1.9422042,1.3231552,-9.007634,360.0,-113.01703
09:11:42.391,0.0,0.0,0.0,25.546818,-1.9035877,1.2340966,-9.465649,360.0,-109.73669
09:11:42.596,0.0,0.0,0.0,20.713636,-1.8114787,1.2340966,-9.007634,360.0,-105.24042
09:11:43.801,0.0,0.0,0.0,22.094545,-1.9501175,1.2849873,-9.312978,360.0,-113.341064
09:11:43.012,0.0,0.0,0.0,21.40409,-1.9887333,1.3104326,-9.312978,360.0,-115.84053
09:11:43.199,0.0,0.0,0.0,24.856363,-2.0213354,1.3104326,-9.465649,360.0,-117.03809
09:11:43.436,0.0,0.0,0.0,24.165907,-1.9624617,1.2722646,-9.465649,360.0,-113.62165
09:11:44.642,0.0,0.0,0.0,22.094545,-1.9941144,1.3358779,-9.160305,360.0,-116.01091
09:11:44.850,0.0,0.0,0.0,23.475454,-1.9820863,1.2849873,-9.465649,360.0,-114.96867
09:11:44.064,0.0,0.0,0.0,21.40409,-1.9751226,1.3231552,-9.160305,360.0,-115.0146
09:11:44.286,0.0,0.0,0.0,20.713636,-1.9371395,1.29771,-9.160305,360.0,-112.86585
09:11:44.493,0.0,0.0,0.0,21.40409,-1.956131,1.3104326,-9.160305,360.0,-113.86214
09:11:45.717,0.0,0.0,0.0,25.546818,-1.8861792,1.2849873,-9.007634,360.0,-108.68029
09:11:45.919,0.0,0.0,0.0,26.237272,-1.9751226,1.3231552,-9.160305,360.0,-113.92145
09:11:45.117,0.0,0.0,0.0,25.546818,-1.911501,1.259542,-9.312978,360.0,-110.216896
09:11:45.329,0.0,0.0,0.0,21.40409,-1.956131,1.3104326,-9.160305,360.0,-113.86214
09:11:45.550,0.0,0.0,0.0,20.713636,-2.0131056,1.3486005,-9.160305,360.0,-117.47568
09:11:46.769,0.0,0.0,0.0,21.40409,-1.8174928,1.259542,-8.854961,360.0,-105.44921
09:11:46.988,0.0,0.0,0.0,22.094545,-2.0080416,1.3231552,-9.312978,360.0,-116.85606
09:11:46.195,0.0,0.0,0.0,24.856363,-1.9887333,1.3104326,-9.312978,360.0,-115.05971
09:11:46.398,0.0,0.0,0.0,21.40409,-1.956131,1.3104326,-9.160305,360.0,-113.86214
09:11:47.612,0.0,0.0,0.0,24.165907,-1.9048542,1.29771,-9.007634,360.0,-110.12587
09:11:47.823,0.0,0.0,0.0,20.713636,-2.0080416,1.3231552,-9.312978,360.0,-117.16839
09:11:47.028,0.0,0.0,0.0,21.40409,-1.9751226,1.3231552,-9.160305,360.0,-115.0146
09:11:47.237,0.0,0.0,0.0,24.856363,-1.956131,1.3104326,-9.160305,360.0,-113.081314
09:11:47.426,0.0,0.0,0.0,20.713636,-1.923529,1.3104326,-9.007634,360.0,-112.03994
09:11:48.643,0.0,0.0,0.0,20.023182,-1.9694251,1.29771,-9.312978,360.0,-114.9812
09:11:48.848,0.0,0.0,0.0,20.713636,-1.956131,1.3104326,-9.160305,360.0,-114.0183
09:11:48.066,0.0,0.0,0.0,20.713636,-1.9181479,1.2849873,-9.160305,360.0,-111.713394
09:11:48.281,0.0,0.0,0.0,20.713636,-2.0213354,1.3104326,-9.465649,360.0,-117.97508
09:11:48.489,0.0,0.0,0.0,21.40409,-1.9371395,1.29771,-9.160305,360.0,-112.70969
09:11:49.698,0.0,0.0,0.0,20.713636,-1.9887333,1.3104326,-9.312978,360.0,-115.9967
09:11:49.880,0.0,0.0,0.0,22.094545,-1.9820863,1.2849873,-9.465649,360.0,-115.281006
09:11:49.095,0.0,0.0,0.0,20.713636,-1.9820863,1.2849873,-9.465649,360.0,-115.59334
09:11:49.323,0.0,0.0,0.0,22.094545,-1.923529,1.3104326,-9.007634,360.0,-111.72761
09:11:49.539,0.0,0.0,0.0,20.713636,-2.0213354,1.3104326,-9.465649,360.0,-117.97508
09:11:50.738,0.0,0.0,0.0,22.094545,-1.7807758,1.2340966,-8.854961,360.0,-103.06495
09:11:50.939,0.0,0.0,0.0,21.40409,-1.9694251,1.29771,-9.312978,360.0,-114.66887
09:11:50.149,0.0,0.0,0.0,25.546818,-1.9982289,1.3613231,-9.007634,360.0,-115.47976
09:11:50.362,0.0,0.0,0.0,21.40409,-1.923529,1.3104326,-9.007634,360.0,-111.88377
09:11:50.562,0.0,0.0,0.0,22.094545,-1.9371395,1.29771,-9.160305,360.0,-112.55352
09:11:51.798,0.0,0.0,0.0,22.094545,-1.8861792,1.2849873,-9.007634,360.0,-109.46111
09:11:51.008,0.0,0.0,0.0,23.475454,-1.9941144,1.2722646,-9.61832,360.0,-115.69858
09:11:51.208,0.0,0.0,0.0,21.40409,-2.04096,1.3231552,-9.465649,360.0,-119.009796
09:11:51.420,0.0,0.0,0.0,23.475454,-2.0539377,1.3104326,-9.61832,360.0,-119.32881
09:11:52.634,0.0,0.0,0.0,27.618183,-1.9181479,1.2849873,-9.160305,360.0,-110.15174
09:11:52.842,0.0,0.0,0.0,22.094545,-1.9501175,1.2849873,-9.312978,360.0,-113.341064
09:11:52.039,0.0,0.0,0.0,22.094545,-1.867504,1.2722646,-9.007634,360.0,-108.32786
09:11:52.256,0.0,0.0,0.0,20.713636,-1.9887333,1.3104326,-9.312978,360.0,-115.9967
09:11:52.455,0.0,0.0,0.0,22.094545,-1.848829,1.259542,-9.007634,360.0,-107.1946
09:11:53.654,0.0,0.0,0.0,22.785,-1.9181479,1.2849873,-9.160305,360.0,-111.244896
09:11:53.876,0.0,0.0,0.0,21.40409,-1.9887333,1.3104326,-9.312978,360.0,-115.84053
09:11:53.120,0.0,0.0,0.0,20.023182,-2.0273497,1.3358779,-9.312978,360.0,-118.49622
09:11:53.300,0.0,0.0,0.0,22.785,-1.9371395,1.29771,-9.160305,360.0,-112.397354
09:11:53.513,0.0,0.0,0.0,22.785,-1.9371395,1.29771,-9.160305,360.0,-112.397354
09:11:54.703,0.0,0.0,0.0,24.856363,-1.9887333,1.3104326,-9.312978,360.0,-115.05971
09:11:54.903,0.0,0.0,0.0,22.094545,-1.9371395,1.29771,-9.160305,360.0,-112.55352
09:11:54.121,0.0,0.0,0.0,24.165907,-1.872885,1.2340966,-9.312978,360.0,-108.1859
09:11:54.316,0.0,0.0,0.0,22.094545,-1.8909266,1.3104326,-8.854961,360.0,-109.7492
09:11:54.514,0.0,0.0,0.0,21.40409,-1.923529,1.3104326,-9.007634,360.0,-111.88377
09:11:55.716,0.0,0.0,0.0,22.094545,-1.8763667,1.3231552,-8.702291,360.0,-108.86567
09:11:55.930,0.0,0.0,0.0,22.094545,-1.9181479,1.2849873,-9.160305,360.0,-111.40106
09:11:55.134,0.0,0.0,0.0,21.40409,-1.9276437,1.3358779,-8.854961,360.0,-112.13346
09:11:55.353,0.0,0.0,0.0,20.713636,-2.0017107,1.29771,-9.465649,360.0,-116.78421
09:11:55.575,0.0,0.0,0.0,22.094545,-1.7861565,1.259542,-8.702291,360.0,-103.39147
09:11:56.793,0.0,0.0,0.0,20.713636,-1.8041989,1.2722646,-8.702291,360.0,-104.79866
09:11:56.996,0.0,0.0,0.0,22.094545,-1.848829,1.259542,-9.007634,360.0,-107.1946
