timestamp,timeelapsed,xpos,ypos,depth,heaterstate,pumpstate,current,radius
16:04:04.898,78645,0.0,0.0,0.0,1,0,628,0
16:04:05.897,78645,0.0,0.0,0.0,1,0,479,0
16:04:06.898,79973,0.0,0.0,0.0,1,0,556,0
16:04:07.898,79973,0.0,0.0,0.0,1,0,553,0
16:04:08.898,79973,0.0,0.0,0.0,1,0,553,0
16:04:09.898,79973,0.0,0.0,0.0,1,0,611,0
16:04:10.898,79973,0.0,0.0,0.0,1,0,553,0
16:04:11.897,79973,0.0,0.0,0.0,1,0,555,0
16:04:12.898,79973,0.0,0.0,0.0,1,0,553,0
16:04:13.898,87699,0.0,0.0,0.0,1,0,482,0
16:04:14.899,87699,0.0,0.0,0.0,1,0,554,0
16:04:15.898,87699,0.0,0.0,0.0,1,0,554,0
16:04:16.898,87699,0.0,0.0,0.0,1,0,555,0
16:04:17.898,87699,0.0,0.0,0.0,1,0,554,0
16:04:18.898,87699,0.0,0.0,0.0,1,0,553,0
16:04:19.898,87699,0.0,0.0,0.0,1,0,555,0
16:04:20.898,87699,0.0,0.0,0.0,1,0,553,0
16:04:21.899,95423,0.0,0.0,0.0,1,0,555,0
16:04:22.899,95423,0.0,0.0,0.0,1,0,554,0
16:04:23.924,95423,0.0,0.0,0.0,1,0,555,0
16:04:24.923,95423,0.0,0.0,0.0,1,0,557,0
16:04:25.924,95423,0.0,0.0,0.0,1,0,554,0
16:04:26.924,95423,0.0,0.0,0.0,1,0,554,0
16:04:27.924,95423,0.0,0.0,0.0,1,0,553,0
16:04:28.923,95423,0.0,0.0,0.0,1,0,553,0
16:04:29.924,103149,0.0,0.0,0.0,1,0,555,0
16:04:30.929,103149,0.0,0.0,0.0,1,0,553,0
16:04:31.928,103149,0.0,0.0,0.0,1,0,555,0
16:04:32.929,103149,0.0,0.0,0.0,1,0,556,0
16:04:33.929,103149,0.0,0.0,0.0,1,0,558,0
16:04:34.930,103149,0.0,0.0,0.0,1,0,554,0
16:04:35.929,103149,0.0,0.0,0.0,1,0,554,0
16:04:36.956,110879,0.0,0.0,0.0,1,0,554,0
16:04:37.955,110879,0.0,0.0,0.0,1,0,483,0
16:04:38.954,110879,0.0,0.0,0.0,1,0,625,0
16:04:39.955,110879,0.0,0.0,0.0,1,0,541,0
16:04:40.981,110879,0.0,0.0,0.0,1,0,556,0
16:04:41.980,110879,0.0,0.0,0.0,1,0,552,0
16:04:42.979,110879,0.0,0.0,0.0,1,0,556,0
16:04:43.980,110879,0.0,0.0,0.0,1,0,555,0
16:04:44.980,118604,0.0,0.0,0.0,1,0,554,0
16:04:45.980,118604,0.0,0.0,0.0,1,0,554,0
16:04:46.981,118604,0.0,0.0,0.0,1,0,554,0
16:04:47.005,118604,0.0,0.0,0.0,1,0,555,0
16:04:48.006,118604,0.0,0.0,0.0,1,0,553,0
16:04:49.006,118604,0.0,0.0,0.0,1,0,555,0
16:04:50.007,118604,0.0,0.0,0.0,1,0,552,0
16:04:51.006,118604,0.0,0.0,0.0,1,0,553,0
16:04:52.001,126330,0.0,0.0,0.0,1,0,554,0
16:04:53.001,126330,0.0,0.0,0.0,1,0,496,0
16:04:54.001,126330,0.0,0.0,0.0,1,0,554,0
16:04:55.001,126330,0.0,0.0,0.0,1,0,553,0
16:04:56.001,126330,0.0,0.0,0.0,1,0,554,0
16:04:57.001,126330,0.0,0.0,0.0,1,0,554,0
16:04:58.001,126330,0.0,0.0,0.0,1,0,554,0
16:04:59.001,126330,0.0,0.0,0.0,1,0,555,0
16:05:00.001,134050,0.0,0.0,0.0,1,0,552,0
16:05:01.001,134050,0.0,0.0,0.0,1,0,552,0
16:05:02.002,134050,0.0,0.0,0.0,1,0,553,0
16:05:03.026,134050,0.0,0.0,0.0,1,0,554,0
16:05:04.026,134050,0.0,0.0,0.0,1,0,555,0
16:05:05.026,134050,0.0,0.0,0.0,1,0,477,0
16:05:06.026,134050,0.0,0.0,0.0,1,0,554,0
16:05:07.027,141776,0.0,0.0,0.0,1,0,553,0
16:05:08.027,141776,0.0,0.0,0.0,1,0,553,0
16:05:09.026,141776,0.0,0.0,0.0,1,0,553,0
16:05:10.027,141776,0.0,0.0,0.0,1,0,555,0
16:05:11.027,141776,0.0,0.0,0.0,1,0,554,0
16:05:12.027,141776,0.0,0.0,0.0,1,0,555,0
16:05:13.027,141776,0.0,0.0,0.0,1,0,554,0
16:05:14.026,141776,0.0,0.0,0.0,1,0,551,0
16:05:15.027,149502,0.0,0.0,0.0,1,0,554,0
16:05:16.027,149502,0.0,0.0,0.0,1,0,584,0
16:05:17.055,149502,0.0,0.0,0.0,1,0,553,0
16:05:18.057,149502,0.0,0.0,0.0,1,0,622,0
16:05:19.057,149502,0.0,0.0,0.0,1,0,499,0
16:05:20.057,149502,0.0,0.0,0.0,1,0,554,0
16:05:21.057,149502,0.0,0.0,0.0,1,0,552,0
16:05:22.057,149502,0.0,0.0,0.0,1,0,554,0
16:05:23.057,157232,0.0,0.0,0.0,1,0,554,0
16:05:24.057,157232,0.0,0.0,0.0,1,0,554,0
16:05:25.057,157232,0.0,0.0,0.0,1,0,578,0
16:05:26.058,157232,0.0,0.0,0.0,1,0,551,0
16:05:27.057,157232,0.0,0.0,0.0,1,0,555,0
16:05:28.057,157232,0.0,0.0,0.0,1,0,554,0
16:05:29.058,157232,0.0,0.0,0.0,1,0,553,0
16:05:30.073,164978,0.0,0.0,0.0,1,0,555,0
16:05:31.069,164978,0.0,0.0,0.0,1,0,477,0
16:05:32.069,164978,0.0,0.0,0.0,1,0,555,0
16:05:33.069,164978,0.0,0.0,0.0,1,0,553,0
16:05:34.094,164978,0.0,0.0,0.0,1,0,555,0
16:05:35.094,164978,0.0,0.0,0.0,1,0,551,0
16:05:36.094,164978,0.0,0.0,0.0,1,0,555,0
16:05:37.094,164978,0.0,0.0,0.0,1,0,553,0
16:05:38.095,172694,0.0,0.0,0.0,1,0,554,0
16:05:39.095,172694,0.0,0.0,0.0,1,0,552,0
16:05:40.094,172694,0.0,0.0,0.0,1,0,536,0
16:05:41.095,172694,0.0,0.0,0.0,1,0,607,0
16:05:42.094,172694,0.0,0.0,0.0,1,0,552,0
16:05:43.120,172694,0.0,0.0,0.0,1,0,553,0
16:05:44.119,172694,0.0,0.0,0.0,1,0,552,0
16:05:45.120,172694,0.0,0.0,0.0,1,0,556,0
16:05:46.119,180420,0.0,0.0,0.0,1,0,551,0
16:05:47.120,180420,0.0,0.0,0.0,1,0,479,0
