timestamp,xpos,ypos,depth,load,torque,current,RPM,MSE
15:01:01.290,0.0,0.0,0.0,540,563,561,360,76
15:01:01.445,0.0,0.0,2.4,540,563,490,360,76
15:01:01.674,0.0,0.0,3.7,540,562,560,360,76
15:01:01.870,0.0,0.0,5.4,540,563,562,360,76
15:01:02.086,0.0,0.0,7.0,540,563,560,360,76
15:01:02.286,0.0,0.0,8.7,540,563,564,360,76
15:01:02.490,0.0,0.0,10.3,540,563,564,360,76
15:01:02.698,0.0,0.0,11.9,540,562,562,360,76
15:01:03.908,0.0,0.0,13.5,540,562,561,360,76
15:01:03.114,0.0,0.0,15.1,540,564,564,360,76
15:01:03.319,0.0,0.0,16.7,540,563,560,360,76
15:01:03.554,0.0,0.0,18.5,540,562,561,360,76
15:01:03.744,0.0,0.0,20.2,540,562,562,360,76
15:01:04.970,0.0,0.0,21.7,540,562,559,360,76
15:01:04.169,0.0,0.0,23.4,540,563,562,360,76
15:01:04.371,0.0,0.0,25.0,540,563,561,360,76
15:01:04.570,0.0,0.0,26.6,540,564,564,360,76
15:01:04.772,0.0,0.0,28.1,540,562,560,360,76
15:01:05.002,0.0,0.0,29.7,540,564,565,360,56
15:01:05.203,0.0,0.0,31.5,540,563,560,360,56
15:01:05.434,0.0,0.0,33.0,540,564,634,360,57
15:01:05.639,0.0,0.0,34.8,540,563,495,360,57
15:01:05.848,0.0,0.0,36.5,540,564,562,360,57
15:01:06.052,0.0,0.0,38.1,540,562,563,360,57
15:01:06.282,0.0,0.0,39.7,540,564,564,360,65
15:01:06.483,0.0,0.0,41.5,540,563,563,360,65
15:01:06.691,0.0,0.0,43.0,540,563,495,360,65
15:01:07.893,0.0,0.0,44.7,540,563,564,360,65
15:01:07.106,0.0,0.0,46.3,540,561,560,360,65
15:01:07.302,0.0,0.0,47.9,540,564,564,360,65
15:01:07.530,0.0,0.0,49.4,540,563,565,360,65
15:01:07.732,0.0,0.0,51.2,540,562,563,360,65
15:01:08.931,0.0,0.0,52.8,540,563,563,360,65
15:01:08.132,0.0,0.0,54.3,540,562,612,360,65
15:01:08.339,0.0,0.0,56.2,540,564,564,360,65
15:01:08.563,0.0,0.0,57.5,540,563,561,360,65
15:01:08.766,0.0,0.0,59.2,540,563,565,360,65
15:01:09.972,0.0,0.0,60.8,540,561,560,360,65
15:01:09.171,0.0,0.0,62.5,540,562,563,360,65
15:01:09.371,0.0,0.0,64.0,540,564,562,360,65
15:01:09.570,0.0,0.0,65.6,540,562,563,360,65
15:01:09.771,0.0,0.0,67.2,540,562,561,360,65
15:01:10.971,0.0,0.0,68.7,540,564,565,360,65
15:01:10.202,0.0,0.0,70.3,540,562,559,360,65
15:01:10.403,0.0,0.0,72.1,540,564,632,360,65
15:01:10.604,0.0,0.0,73.7,540,563,562,360,65
15:01:10.809,0.0,0.0,75.3,540,563,563,360,65
15:01:11.032,0.0,0.0,76.9,540,562,562,360,65
15:01:11.236,0.0,0.0,78.6,540,562,562,360,65
15:01:11.448,0.0,0.0,80.2,540,564,563,360,65
15:01:11.650,0.0,0.0,81.9,540,562,562,360,65
15:01:11.852,0.0,0.0,83.5,540,561,563,360,65
15:01:12.074,0.0,0.0,85.1,540,561,560,360,65
15:01:12.276,0.0,0.0,86.8,540,561,563,360,65
15:01:12.475,0.0,0.0,88.4,540,563,564,360,65
15:01:12.677,0.0,0.0,90.0,540,563,564,360,65
15:01:12.875,0.0,0.0,91.5,540,562,561,360,292
15:01:13.081,0.0,0.0,93.1,540,561,560,360,584
15:01:13.305,0.0,0.0,94.9,540,563,560,360,650
15:01:13.504,0.0,0.0,96.5,540,562,562,360,661
15:01:13.712,0.0,0.0,98.1,540,563,497,360,654
15:01:14.967,0.0,0.0,100.0,540,562,560,360,642
15:01:14.153,0.0,0.0,101.8,540,562,563,360,608
15:01:14.350,0.0,0.0,103.2,540,564,562,360,607
15:01:14.560,0.0,0.0,105.1,540,563,563,360,607
15:01:14.787,0.0,0.0,106.7,540,563,561,360,607
15:01:15.004,0.0,0.0,108.3,540,563,563,360,607
15:01:15.225,0.0,0.0,110.0,540,563,563,360,607
15:01:15.429,0.0,0.0,111.7,540,563,560,360,607
15:01:15.629,0.0,0.0,113.3,540,563,562,360,607
15:01:15.829,0.0,0.0,114.9,540,564,563,360,607
15:01:16.052,0.0,0.0,116.7,540,562,564,360,607
15:01:16.253,0.0,0.0,118.3,540,563,563,360,607
15:01:16.478,0.0,0.0,119.9,540,564,591,360,607
15:01:16.680,0.0,0.0,121.7,540,565,487,360,607
15:01:16.883,0.0,0.0,123.2,540,563,617,360,607
15:01:17.084,0.0,0.0,124.9,540,563,561,360,607
15:01:17.283,0.0,0.0,126.4,540,563,639,360,583
15:01:17.486,0.0,0.0,128.0,540,563,561,360,635
15:01:17.686,0.0,0.0,129.6,540,562,562,360,650
15:01:17.885,0.0,0.0,131.2,540,563,563,360,661
15:01:18.092,0.0,0.0,132.8,540,562,563,360,662
15:01:18.297,0.0,0.0,134.4,540,564,514,360,635
15:01:18.503,0.0,0.0,136.0,540,563,640,360,623
15:01:18.710,0.0,0.0,137.7,540,562,560,360,589
15:01:19.910,0.0,0.0,139.3,540,565,641,360,589
15:01:19.117,0.0,0.0,140.9,540,564,505,360,589
15:01:19.327,0.0,0.0,142.5,540,564,565,360,610
15:01:19.526,0.0,0.0,142.2,540,564,562,360,610
15:01:19.750,0.0,0.0,140.4,540,564,563,360,610
15:01:20.950,0.0,0.0,138.9,540,566,568,360,610
15:01:20.175,0.0,0.0,137.3,540,564,562,360,625
15:01:20.380,0.0,0.0,135.5,540,565,618,360,625
15:01:20.581,0.0,0.0,133.9,540,566,563,360,625
15:01:20.807,0.0,0.0,132.4,540,567,566,360,625
15:01:21.994,0.0,0.0,130.6,540,565,488,360,625
15:01:21.200,0.0,0.0,129.1,540,565,564,360,625
15:01:21.412,0.0,0.0,127.5,540,563,563,360,458
15:01:21.625,0.0,0.0,125.9,540,566,565,360,265
15:01:21.829,0.0,0.0,124.2,540,565,568,360,111
15:01:22.033,0.0,0.0,122.6,540,564,564,360,112
15:01:22.239,0.0,0.0,121.0,540,564,563,360,109
15:01:22.440,0.0,0.0,119.2,540,566,565,360,88
15:01:22.663,0.0,0.0,117.6,540,565,565,360,76
15:01:22.878,0.0,0.0,116.1,540,551,491,360,75
15:01:23.108,0.0,0.0,114.4,540,552,552,360,75
15:01:23.307,0.0,0.0,112.7,540,552,551,360,69
15:01:23.508,0.0,0.0,111.1,540,552,552,360,77
15:01:23.733,0.0,0.0,109.3,540,553,553,360,64
15:01:24.932,0.0,0.0,107.8,540,551,551,360,71
15:01:24.132,0.0,0.0,106.2,540,552,552,360,67
15:01:24.333,0.0,0.0,104.6,540,551,551,360,67
15:01:24.538,0.0,0.0,103.1,540,565,469,360,67
15:01:24.738,0.0,0.0,101.3,540,566,564,360,67
15:01:25.961,0.0,0.0,99.8,540,564,564,360,67
15:01:25.162,0.0,0.0,98.2,540,564,562,360,67
15:01:25.364,0.0,0.0,96.6,540,564,565,360,65
15:01:25.577,0.0,0.0,95.1,540,565,563,360,65
15:01:25.777,0.0,0.0,93.4,540,551,552,360,65
15:01:26.978,0.0,0.0,91.8,540,552,551,360,65
15:01:26.187,0.0,0.0,90.2,540,553,619,360,65
15:01:26.387,0.0,0.0,88.6,540,552,551,360,65
15:01:26.588,0.0,0.0,87.1,540,552,556,360,65
15:01:26.813,0.0,0.0,85.3,540,551,551,360,65
15:01:27.013,0.0,0.0,83.7,540,553,551,360,65
15:01:27.241,0.0,0.0,82.2,540,550,552,360,65
15:01:27.442,0.0,0.0,80.5,540,551,550,360,66
15:01:27.668,0.0,0.0,78.9,540,552,586,360,66
15:01:27.868,0.0,0.0,77.1,540,551,550,360,66
15:01:28.092,0.0,0.0,75.6,540,552,551,360,66
15:01:28.294,0.0,0.0,73.8,540,551,551,360,66
15:01:28.497,0.0,0.0,72.2,540,552,552,360,66
15:01:28.703,0.0,0.0,70.6,540,552,551,360,66
15:01:29.903,0.0,0.0,69.0,540,551,551,360,66
15:01:29.103,0.0,0.0,67.5,540,551,551,360,65
15:01:29.303,0.0,0.0,65.9,540,554,551,360,65
15:01:29.506,0.0,0.0,64.3,540,551,551,360,65
15:01:29.707,0.0,0.0,62.7,540,552,552,360,65
15:01:30.911,0.0,0.0,61.1,540,551,554,360,65
15:01:30.110,0.0,0.0,59.5,540,552,623,360,66
15:01:30.314,0.0,0.0,58.0,540,551,550,360,66
15:01:30.519,0.0,0.0,56.2,540,552,550,360,66
15:01:30.743,0.0,0.0,54.6,540,551,552,360,66
15:01:31.944,0.0,0.0,53.0,540,552,549,360,66
15:01:31.143,0.0,0.0,51.4,540,551,552,360,66
15:01:31.369,0.0,0.0,49.7,540,566,565,360,66
