timestamp,xpos,ypos,depth,load,torque,current,RPM,MSE
15:21:00.225,0.0,0.0,0.0,540,976,40,360,47
15:21:00.425,0.0,0.0,0.0,540,988,986,360,47
15:21:00.625,0.0,0.0,0.0,540,986,306,360,47
15:21:00.825,0.0,0.0,0.0,540,990,988,360,47
15:21:01.026,0.0,0.0,0.0,540,817,237,360,47
15:21:01.226,0.0,0.0,0.0,540,876,827,360,47
15:21:01.425,0.0,0.0,0.0,540,546,511,360,47
15:21:01.626,0.0,0.0,0.0,540,711,727,360,47
15:21:01.825,0.0,0.0,0.0,540,905,238,360,47
15:21:02.025,0.0,0.0,0.0,540,615,639,360,47
15:21:02.225,0.0,0.0,0.0,540,724,340,360,47
15:21:02.426,0.0,0.0,0.0,540,547,546,360,47
15:21:02.625,0.0,0.0,0.0,540,652,385,360,47
15:21:02.826,0.0,0.0,0.0,540,547,545,360,47
15:21:03.025,0.0,0.0,0.0,540,546,544,360,47
15:21:03.225,0.0,0.0,0.0,540,550,545,360,47
15:21:03.425,0.0,0.0,0.0,540,546,544,360,47
15:21:03.626,0.0,0.0,0.0,540,578,543,360,47
15:21:03.825,0.0,0.0,0.0,540,557,545,360,47
15:21:04.026,0.0,0.0,0.0,540,585,491,360,47
15:21:04.226,0.0,0.0,0.0,540,564,547,360,47
15:21:04.450,0.0,0.0,0.0,540,603,639,360,47
15:21:04.651,0.0,0.0,0.0,540,548,545,360,47
15:21:04.850,0.0,0.0,0.0,540,545,546,360,47
15:21:05.050,0.0,0.0,0.0,540,550,546,360,83
15:21:05.250,0.0,0.0,0.0,540,546,546,360,120
15:21:05.451,0.0,0.0,0.0,540,555,548,360,228
15:21:05.650,0.0,0.0,0.0,540,548,545,360,350
15:21:05.850,0.0,0.0,0.0,540,594,611,360,319
15:21:06.051,0.0,0.0,0.0,540,567,544,360,335
15:21:06.250,0.0,0.0,0.0,540,659,679,360,335
15:21:06.450,0.0,0.0,0.0,540,584,496,360,337
15:21:06.650,0.0,0.0,0.0,540,692,719,360,338
15:21:06.851,0.0,0.0,0.0,540,612,461,360,338
15:21:07.051,0.0,0.0,0.0,540,956,977,360,338
15:21:07.251,0.0,0.0,0.0,540,886,188,360,338
15:21:07.451,0.0,0.0,0.0,540,980,967,360,338
15:21:07.651,0.0,0.0,0.0,540,923,168,360,338
15:21:07.852,0.0,0.0,0.0,540,552,626,360,338
15:21:08.076,0.0,0.0,0.0,540,651,411,360,338
15:21:08.276,0.0,0.0,0.0,540,599,609,360,338
15:21:08.476,0.0,0.0,0.0,540,754,314,360,338
15:21:08.676,0.0,0.0,0.0,540,629,651,360,338
15:21:08.876,0.0,0.0,0.0,540,968,145,360,338
15:21:09.076,0.0,0.0,0.0,540,680,713,360,338
15:21:09.276,0.0,0.0,0.0,540,962,164,360,338
15:21:09.476,0.0,0.0,0.0,540,958,963,360,338
15:21:09.676,0.0,0.0,0.0,540,818,239,360,338
15:21:09.876,0.0,0.0,0.0,540,980,965,360,338
15:21:10.075,0.0,0.0,0.0,540,546,544,360,338
15:21:10.276,0.0,0.0,0.0,540,611,644,360,338
15:21:10.475,0.0,0.0,0.0,540,546,545,360,338
15:21:10.676,0.0,0.0,0.0,540,547,596,360,338
15:21:10.876,0.0,0.0,0.0,540,654,382,360,338
15:21:11.076,0.0,0.0,0.0,540,546,546,360,338
15:21:11.276,0.0,0.0,0.0,540,553,546,360,338
15:21:11.477,0.0,0.0,0.0,540,550,546,360,338
15:21:11.675,0.0,0.0,0.0,540,547,506,360,338
15:21:11.875,0.0,0.0,0.0,540,551,545,360,338
15:21:12.101,0.0,0.0,0.0,540,882,283,360,338
15:21:12.300,0.0,0.0,0.0,540,546,546,360,338
15:21:12.501,0.0,0.0,0.0,540,546,502,360,338
15:21:12.700,0.0,0.0,0.0,540,546,545,360,338
15:21:13.901,0.0,0.0,0.0,540,545,542,360,325
15:21:13.101,0.0,0.0,0.0,540,591,631,360,216
15:21:13.301,0.0,0.0,0.0,540,546,545,360,38
15:21:13.500,0.0,0.0,0.0,540,562,544,360,42
15:21:13.700,0.0,0.0,0.0,540,552,546,360,62
15:21:14.901,0.0,0.0,0.0,540,547,544,360,62
15:21:14.102,0.0,0.0,0.0,540,555,547,360,62
15:21:14.301,0.0,0.0,0.0,540,549,546,360,62
15:21:14.501,0.0,0.0,0.0,540,566,546,360,62
15:21:14.701,0.0,0.0,0.0,540,551,546,360,62
15:21:15.901,0.0,0.0,0.0,540,659,670,360,62
15:21:15.101,0.0,0.0,0.0,540,595,488,360,62
15:21:15.300,0.0,0.0,0.0,540,718,764,360,62
15:21:15.501,0.0,0.0,0.0,540,617,468,360,61
15:21:15.726,0.0,0.0,0.0,540,546,546,360,69
15:21:16.927,0.0,0.0,0.0,540,557,545,360,75
15:21:16.126,0.0,0.0,0.0,540,549,545,360,76
15:21:16.332,0.0,0.0,0.0,540,564,544,360,45
15:21:16.526,0.0,0.0,0.0,540,554,547,360,57
15:21:16.726,0.0,0.0,0.0,540,581,526,360,59
15:21:17.926,0.0,0.0,0.0,540,561,546,360,119
15:21:17.126,0.0,0.0,0.0,540,727,344,360,185
15:21:17.326,0.0,0.0,0.0,540,626,634,360,78
15:21:17.526,0.0,0.0,0.0,540,790,256,360,62
15:21:17.726,0.0,0.0,0.0,540,556,536,360,62
15:21:18.926,0.0,0.0,0.0,540,533,534,360,62
15:21:18.126,0.0,0.0,0.0,540,533,532,360,62
15:21:18.326,0.0,0.0,0.0,540,532,495,360,62
15:21:18.526,0.0,0.0,0.0,540,532,532,360,62
15:21:18.726,0.0,0.0,0.0,540,534,460,360,62
15:21:19.926,0.0,0.0,0.0,540,533,534,360,62
15:21:19.126,0.0,0.0,0.0,540,532,530,360,62
15:21:19.326,0.0,0.0,0.0,540,533,593,360,62
15:21:19.526,0.0,0.0,0.0,540,534,532,360,62
15:21:19.726,0.0,0.0,0.0,540,532,533,360,62
15:21:20.951,0.0,0.0,0.0,540,532,534,360,62
15:21:20.151,0.0,0.0,0.0,540,533,587,360,62
15:21:20.352,0.0,0.0,0.0,540,533,533,360,62
15:21:20.551,0.0,0.0,0.0,540,532,606,360,62
15:21:20.751,0.0,0.0,0.0,540,533,531,360,62
15:21:21.952,0.0,0.0,0.0,540,533,590,360,62
15:21:21.152,0.0,0.0,0.0,540,533,467,360,62
15:21:21.352,0.0,0.0,0.0,540,531,533,360,62
15:21:21.552,0.0,0.0,0.0,540,533,533,360,62
15:21:21.751,0.0,0.0,0.0,540,533,532,360,62
15:21:22.952,0.0,0.0,0.0,540,533,533,360,62
15:21:22.152,0.0,0.0,0.0,540,533,533,360,62
15:21:22.352,0.0,0.0,0.0,540,532,532,360,62
15:21:22.552,0.0,0.0,0.0,540,532,534,360,62
15:21:22.752,0.0,0.0,0.0,540,533,533,360,62
15:21:23.951,0.0,0.0,0.0,540,533,533,360,62
15:21:23.152,0.0,0.0,0.0,540,532,532,360,62
15:21:23.351,0.0,0.0,0.0,540,533,536,360,62
15:21:23.551,0.0,0.0,0.0,540,533,530,360,62
15:21:23.752,0.0,0.0,0.0,540,531,532,360,62
15:21:24.951,0.0,0.0,0.0,540,532,532,360,62
15:21:24.152,0.0,0.0,0.0,540,532,534,360,62
15:21:24.353,0.0,0.0,0.0,540,533,533,360,62
15:21:24.579,0.0,0.0,0.0,540,533,534,360,62
15:21:24.776,0.0,0.0,0.0,540,532,532,360,62
15:21:25.976,0.0,0.0,0.0,540,532,534,360,62
15:21:25.175,0.0,0.0,0.0,540,532,531,360,62
15:21:25.376,0.0,0.0,0.0,540,532,534,360,62
15:21:25.576,0.0,0.0,0.0,540,532,533,360,62
15:21:25.777,0.0,0.0,0.0,540,532,533,360,62
15:21:26.976,0.0,0.0,0.0,540,531,531,360,62
15:21:26.177,0.0,0.0,0.0,540,533,534,360,62
15:21:26.377,0.0,0.0,0.0,540,533,534,360,62
15:21:26.576,0.0,0.0,0.0,540,533,532,360,62
15:21:26.776,0.0,0.0,0.0,540,532,531,360,62
15:21:27.976,0.0,0.0,0.0,540,533,533,360,62
15:21:27.177,0.0,0.0,0.0,540,533,533,360,62
15:21:27.376,0.0,0.0,0.0,540,533,460,360,62
15:21:27.576,0.0,0.0,0.0,540,532,547,360,62
